nomem_encr,cv08a043,cv09b043,cv08a030,cv09b030,income,government,eco,gov,cv09b038,cv08a038,cv09b039,cv08a039,cv09b040,cv08a040,cv09b041,cv08a041,cv09b042,cv08a042,cv09b044,cv08a044,cv09b045,cv08a045,cv09b046,cv08a046
873986,7,7,4,6,7,NA,0,2,6,6,NA,6,7,7,7,7,7,7,7,6,9,7,9,7
873995,8,7,6,7,4,1,-1,1,2,3,7,9,6,7,8,8,8,8,6,8,7,8,7,7
874002,6,6,6,7,NA,NA,0,1,6,5,6,6,7,6,7,6,6,6,7,6,7,7,7,7
874014,6,6,4,6,1,0,0,2,5,2,7,5,6,4,7,6,6,6,7,6,6,6,6,2
874020,6,5,7,6,1,0,-1,-1,2,3,7,8,7,6,7,7,8,7,6,8,7,6,5,6
874026,5,7,4,7,NA,0,2,3,4,3,NA,6,4,2,4,3,5,7,7,6,7,7,6,5
874041,7,6,7,7,4,0,-1,0,2,3,7,7,7,7,7,7,7,7,8,7,7,7,6,7
874060,7,3,0,0,1,0,-4,0,3,6,2,5,6,8,3,6,4,7,3,8,4,6,4,3
874081,6,6,7,6,1,0,0,-1,7,7,6,6,7,6,7,7,8,7,6,7,7,7,NA,6
874087,6,7,6,7,NA,NA,1,1,6,6,7,7,6,4,3,5,7,7,7,7,8,7,8,6
874118,6,5,5,4,3,0,-1,-1,3,6,5,4,6,8,4,5,5,7,6,6,6,6,5,6
874145,5,6,2,0,3,0,1,-2,6,8,8,6,7,6,6,7,6,6,8,5,5,7,6,7
874176,1,1,2,2,1,0,0,0,5,5,6,0,6,8,6,9,6,8,1,0,5,7,5,3
874215,7,4,5,4,NA,0,-3,-1,3,4,3,5,6,7,5,7,4,7,4,7,6,7,6,5
874264,5,7,3,5,1,0,2,2,6,5,6,5,7,6,7,7,8,7,5,4,7,8,7,5
874279,5,6,6,7,5,0,1,1,5,5,6,6,5,5,6,5,6,5,7,6,7,6,6,5
874285,8,6,6,8,1,NA,-2,2,6,8,9,8,9,8,8,8,9,9,9,8,7,8,5,7
874295,8,8,4,7,5,0,0,3,7,4,7,9,6,9,7,8,8,9,8,9,8,8,5,8
874301,6,3,5,3,1,0,-3,-2,7,5,6,5,6,5,7,7,7,5,4,6,7,7,0,0
874316,7,6,7,7,4,0,-1,0,6,7,9,8,6,7,6,8,7,8,7,8,6,6,4,5
874328,7,7,6,7,4,NA,0,1,5,6,7,7,7,7,8,8,8,8,7,7,7,7,7,7
874340,6,6,6,5,NA,1,0,-1,2,3,NA,6,6,5,5,5,7,7,NA,5,7,NA,NA,NA
874343,8,7,5,6,NA,NA,-1,1,5,8,7,NA,8,8,8,6,8,8,9,8,7,8,3,6
874349,6,7,7,8,5,1,1,1,5,5,8,7,6,5,9,7,8,7,8,8,8,8,NA,5
874389,5,7,6,7,5,1,2,1,4,3,7,6,7,7,7,7,7,6,7,6,7,6,5,5
874429,7,6,4,3,NA,0,-1,-1,5,5,3,1,3,4,4,4,4,6,5,4,7,7,7,7
874447,7,6,6,6,1,0,-1,0,5,6,5,5,6,7,7,7,7,6,6,7,7,7,5,NA
874453,6,3,4,3,4,0,-3,-1,6,3,7,6,7,6,8,5,9,8,3,3,9,8,NA,NA
874475,5,5,1,2,NA,NA,0,1,5,5,0,1,3,3,4,1,1,8,3,2,7,8,NA,NA
874478,7,7,7,7,NA,1,0,0,5,7,8,8,7,7,6,7,7,7,7,7,7,8,7,8
874508,7,7,7,7,NA,1,0,0,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7
874523,4,5,3,4,4,0,1,1,4,3,5,3,5,4,5,4,NA,3,5,3,5,4,5,4
874560,6,5,5,6,NA,NA,-1,1,6,7,7,6,7,7,7,4,7,7,5,5,6,7,6,7
874572,9,6,8,5,7,1,-3,-3,6,5,8,9,7,6,7,7,8,8,7,9,7,7,6,5
874581,6,6,6,5,1,1,0,-1,5,6,5,5,6,7,6,7,6,7,6,7,6,6,6,7
874627,8,7,7,8,NA,NA,-1,1,5,6,7,8,8,8,8,8,8,8,6,7,6,7,6,7
874652,7,7,7,6,1,0,0,-1,5,6,8,8,8,7,8,7,8,8,8,8,8,8,8,6
874658,7,7,7,7,4,1,0,0,7,7,NA,3,7,6,7,7,7,7,8,8,8,8,NA,2
874664,7,7,6,5,1,NA,0,-1,6,7,6,6,8,7,5,7,8,7,6,7,7,7,7,7
874737,7,6,7,7,3,0,-1,0,7,6,7,6,7,7,8,8,8,8,8,7,6,6,4,5
874771,6,7,6,7,4,1,1,1,7,6,6,5,7,7,6,7,7,6,7,6,7,6,7,6
874780,7,5,5,6,1,NA,-2,1,6,7,5,6,6,8,6,8,5,7,5,6,6,7,5,5
874786,6,7,6,6,4,1,1,0,4,6,7,7,7,7,7,6,7,7,6,6,7,6,6,6
874795,8,6,6,5,NA,0,-2,-1,4,6,4,6,3,5,7,8,7,8,3,6,6,7,6,6
874801,7,7,7,6,NA,NA,0,-1,6,6,7,6,7,7,7,7,8,7,7,7,8,6,6,6
874859,7,4,7,7,1,1,-3,0,6,8,8,8,8,7,9,8,8,8,8,8,8,8,7,6
874890,6,5,5,8,1,NA,-1,3,5,2,5,3,7,7,7,7,NA,6,6,5,7,7,NA,3
874996,4,2,3,5,4,0,-2,2,5,3,5,4,2,3,4,3,4,4,6,5,4,5,4,4
875006,7,4,6,6,NA,1,-3,0,8,6,4,5,6,7,6,7,7,8,7,7,NA,7,6,7
875021,4,5,3,8,1,1,1,5,5,3,8,7,7,7,5,4,5,7,5,4,7,5,2,2
875036,7,6,6,3,1,0,-1,-3,5,5,5,7,7,7,5,7,5,7,NA,7,7,7,7,5
875106,7,6,6,7,1,NA,-1,1,6,8,6,6,7,7,8,7,8,8,6,8,8,8,6,7
875140,6,4,6,6,1,1,-2,0,6,5,6,6,7,7,7,7,7,7,7,7,7,7,6,7
875149,5,6,3,5,1,0,1,2,5,5,5,3,6,3,5,4,8,7,5,5,5,6,4,2
875173,7,8,6,6,5,NA,1,0,8,7,6,4,6,6,7,6,7,7,7,7,7,8,7,9
875201,7,4,3,6,NA,0,-3,3,4,7,6,7,6,6,6,6,6,7,6,8,6,7,6,4
875207,6,6,6,6,1,1,0,0,6,6,6,4,6,5,6,6,6,7,6,6,6,5,6,6
875213,2,1,0,1,3,0,-1,1,1,0,4,7,2,4,3,5,2,5,1,1,4,8,3,2
875317,6,0,4,3,NA,0,-6,-1,2,4,6,5,5,5,5,5,6,6,6,6,6,2,4,2
875347,7,6,7,7,1,NA,-1,0,6,6,8,8,7,7,7,7,7,7,7,8,7,8,7,7
875354,6,6,4,5,5,0,0,1,6,5,5,4,6,5,6,7,7,7,6,5,6,7,7,6
875433,4,5,2,4,1,0,1,2,5,3,6,5,6,4,6,4,5,5,6,5,7,5,7,5
875445,4,3,4,6,4,0,-1,2,5,4,7,7,4,4,5,7,6,7,7,6,5,6,4,NA
875451,5,7,3,6,4,0,2,3,7,5,5,3,6,3,7,4,8,8,7,4,6,8,7,6
875460,8,6,6,7,4,NA,-2,1,7,6,7,6,7,7,7,7,7,7,6,6,7,6,6,5
875531,8,7,7,8,NA,NA,-1,1,7,7,7,NA,8,7,8,7,8,8,8,8,8,NA,7,NA
875552,7,4,7,5,NA,1,-3,-2,4,7,4,7,5,7,5,6,5,7,4,7,5,7,5,6
875564,6,5,5,5,NA,0,-1,0,8,7,8,7,7,7,7,6,8,8,6,7,6,7,NA,6
875576,4,4,4,4,1,NA,0,0,4,2,4,5,3,4,3,3,4,4,4,4,4,4,4,4
875601,5,5,4,4,NA,0,0,0,6,5,7,7,7,5,7,5,7,7,5,5,8,7,8,7
875622,5,6,7,7,4,0,1,0,5,4,7,7,7,8,6,6,7,7,6,6,7,7,6,6
875634,8,7,7,7,NA,NA,-1,0,5,4,8,9,6,8,8,7,8,8,8,9,7,8,7,7
875640,4,5,1,6,NA,0,1,5,1,0,5,5,5,5,5,5,5,6,5,1,6,6,5,6
875665,7,7,6,6,1,1,0,0,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,5
875677,5,5,6,5,4,0,0,-1,6,5,7,7,7,7,6,7,8,6,6,6,6,6,5,6
875686,7,6,5,5,3,0,-1,0,5,5,5,6,5,6,4,7,7,7,5,6,7,8,5,NA
875695,8,8,8,7,1,NA,0,-1,8,7,7,8,8,7,8,7,8,8,8,8,8,8,7,7
875698,6,7,7,8,6,1,1,1,7,6,7,6,7,6,8,6,7,6,8,6,7,7,7,6
875711,7,7,6,7,3,0,0,1,5,5,7,6,8,8,7,8,7,8,6,6,6,7,5,NA
875753,5,6,1,8,1,0,1,7,6,1,7,7,6,5,6,5,7,5,6,5,7,5,6,5
875762,6,5,4,5,NA,NA,-1,1,5,4,5,4,5,6,5,6,5,4,5,6,5,5,5,5
875772,8,8,5,8,NA,0,0,3,8,5,8,8,8,8,8,7,8,8,8,8,8,8,8,5
875775,6,3,4,6,NA,NA,-3,2,6,7,6,6,8,7,8,7,7,6,5,6,8,7,6,7
875814,6,6,4,2,6,0,0,-2,5,5,5,5,6,6,6,6,7,7,5,6,5,6,5,6
875878,6,5,4,4,1,0,-1,0,3,4,7,6,6,6,6,7,8,6,5,5,5,6,NA,NA
875900,6,5,5,5,1,0,-1,0,5,6,5,6,5,6,5,7,5,6,5,6,5,7,5,7
875909,7,5,7,7,1,0,-2,0,7,5,7,7,7,7,6,7,7,6,6,NA,7,NA,8,NA
875918,6,5,6,6,NA,0,-1,0,3,3,6,8,6,NA,8,8,6,NA,6,6,8,7,4,6
875933,7,5,5,5,1,0,-2,0,5,5,5,5,7,7,5,7,5,8,5,7,7,7,5,5
875985,7,4,5,6,4,0,-3,1,5,7,6,7,5,3,7,3,8,8,7,7,7,8,5,5
876025,6,6,7,7,3,1,0,0,6,6,6,7,7,6,7,7,NA,NA,7,6,7,7,6,NA
876028,8,5,7,7,4,1,-3,0,7,5,7,7,7,7,7,7,7,7,7,8,7,8,6,8
876080,8,7,4,8,1,NA,-1,4,8,8,9,8,6,6,6,5,8,7,8,8,7,7,6,7
876083,7,6,6,8,1,0,-1,2,6,NA,5,NA,7,7,7,7,6,NA,7,7,7,8,7,8
876092,6,4,6,4,NA,NA,-2,-2,0,6,6,7,5,6,5,6,6,7,5,6,5,6,1,4
876107,7,6,7,8,1,0,-1,1,3,6,6,7,7,7,7,7,7,7,6,7,7,7,5,7
876153,7,6,7,7,1,NA,-1,0,6,5,7,NA,8,7,7,7,7,7,7,7,7,7,6,8
876168,7,7,6,7,1,0,0,1,7,7,7,NA,8,6,8,7,9,8,8,8,9,9,NA,NA
876181,8,7,6,4,NA,0,-1,-2,4,6,4,4,6,6,6,8,7,8,7,7,7,8,5,7
876217,8,7,6,4,5,NA,-1,-2,4,7,5,8,3,5,3,3,8,8,7,8,8,7,7,5
876226,6,6,5,7,3,1,0,2,6,5,7,5,7,6,7,6,6,6,7,6,7,6,5,5
876260,7,8,9,9,4,1,1,0,7,5,7,6,8,5,8,6,9,8,9,8,9,9,6,6
876278,7,3,2,5,NA,NA,-4,3,5,6,5,7,4,7,4,6,6,7,4,7,5,7,4,7
876281,6,4,5,7,NA,0,-2,2,8,6,8,7,4,7,6,7,8,7,6,6,7,7,6,6
876284,3,7,1,2,1,0,4,1,NA,2,6,4,6,4,7,3,7,5,8,6,8,3,8,3
876290,8,6,8,6,4,NA,-2,-2,7,8,6,8,7,8,7,8,7,8,6,8,7,8,6,8
876309,8,7,7,7,5,0,-1,0,6,7,6,7,5,4,4,4,6,7,9,8,7,7,7,8
876324,6,6,4,6,NA,0,0,2,6,7,7,7,7,7,7,7,7,7,6,6,7,8,6,5
876376,5,6,3,7,NA,0,1,4,5,4,8,5,8,3,8,4,9,7,10,7,8,7,6,7
876394,8,7,0,2,5,0,-1,2,6,7,8,8,6,6,7,6,8,8,7,7,7,7,7,7
876409,7,5,6,6,1,0,-2,0,7,6,7,7,6,6,7,7,7,7,7,7,7,7,2,3
876489,5,6,5,6,NA,0,1,1,5,6,7,7,6,6,6,4,6,5,7,7,7,6,7,NA
876498,6,4,5,6,NA,0,-2,1,4,6,6,7,6,6,7,7,8,7,5,6,7,7,4,6
876522,8,7,6,7,1,0,-1,1,5,6,7,7,8,8,7,7,7,8,6,6,7,8,6,7
876583,8,7,7,8,NA,1,-1,1,6,7,7,7,7,7,7,8,7,7,9,10,7,7,5,NA
876608,5,5,4,5,1,0,0,1,NA,4,5,5,5,6,5,7,5,7,5,6,5,6,5,4
876623,6,6,6,6,5,NA,0,0,5,4,7,6,7,7,6,7,7,7,7,7,8,7,8,7
876629,7,4,7,7,1,1,-3,0,5,4,5,5,6,7,6,6,7,7,7,7,7,7,NA,NA
876632,2,7,3,2,1,0,5,-1,8,7,5,4,9,5,6,6,8,7,8,4,9,6,0,1
876644,6,4,5,5,4,0,-2,0,4,6,6,6,7,5,7,4,7,5,5,6,6,7,6,6
876647,8,7,3,5,4,0,-1,2,4,1,7,3,7,4,7,8,7,8,7,8,7,8,6,NA
876654,7,5,7,4,1,1,-2,-3,6,7,5,7,8,8,6,8,5,8,5,7,7,8,5,7
876702,6,6,6,6,1,1,0,0,7,7,7,6,7,6,8,7,7,6,7,6,7,7,7,7
876708,7,6,6,6,1,1,-1,0,6,6,6,5,7,6,7,7,6,6,7,7,7,6,6,5
876721,7,6,6,6,NA,NA,-1,0,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7
876730,7,5,8,7,1,NA,-2,-1,5,8,8,9,7,7,6,7,7,7,5,7,7,7,6,7
876797,7,6,6,6,NA,0,-1,0,7,7,6,6,7,7,7,7,8,7,7,7,7,7,7,7
876809,8,7,6,7,4,0,-1,1,1,3,10,8,8,6,8,7,8,9,6,8,8,8,2,NA
876831,6,4,4,4,NA,0,-2,0,5,5,NA,3,4,3,4,2,7,7,5,7,8,7,NA,3
876837,7,5,7,5,NA,NA,-2,-2,3,5,6,7,5,7,6,7,5,7,6,7,8,7,6,6
876840,8,7,7,7,5,0,-1,0,7,6,7,7,7,7,7,7,7,7,7,8,7,7,7,7
876864,7,6,7,7,7,1,-1,0,6,6,8,6,6,5,7,5,7,8,9,9,7,6,7,6
876882,5,6,5,6,1,NA,1,1,6,5,7,6,5,6,6,5,6,7,5,5,6,6,6,5
876913,5,4,5,7,1,0,-1,2,4,5,7,5,8,6,8,2,8,6,5,5,8,7,3,2
876916,7,5,7,7,5,0,-2,0,6,5,8,7,8,7,7,6,8,8,6,6,7,6,7,6
876928,4,5,2,4,1,1,1,2,7,4,3,4,6,5,7,5,6,5,5,3,7,3,6,4
876956,6,6,7,6,6,1,0,-1,5,5,7,7,7,7,7,8,9,8,7,7,7,8,2,NA
876980,7,5,5,5,NA,NA,-2,0,5,6,5,6,6,6,6,7,6,7,6,7,7,7,6,7
876992,5,6,5,7,5,NA,1,2,6,3,6,5,7,5,6,6,6,5,6,5,6,5,5,4
876995,8,5,5,6,6,0,-3,1,5,5,8,7,6,6,5,7,6,7,6,8,6,6,6,4
877008,6,5,4,4,NA,0,-1,0,9,6,9,7,9,7,7,7,NA,7,5,4,8,3,8,3
877017,5,7,4,6,1,NA,2,2,5,4,8,7,7,7,7,7,8,7,7,7,8,7,8,7
877026,7,6,7,7,4,1,-1,0,7,6,7,6,7,7,7,7,6,7,7,7,6,7,6,7
877062,4,5,6,4,NA,0,1,-2,2,4,5,6,5,6,6,5,6,6,3,4,6,7,7,3
877096,8,7,7,6,NA,1,-1,-1,6,6,9,9,8,9,8,8,9,9,8,8,8,8,8,8
877102,5,4,1,3,3,0,-1,2,6,NA,5,5,6,6,6,7,7,7,4,7,7,8,NA,NA
877108,8,7,6,6,1,NA,-1,0,6,9,8,3,7,6,6,7,6,7,6,9,7,8,6,7
877117,7,7,4,6,NA,NA,0,2,6,6,7,7,1,6,6,6,7,8,7,7,8,7,8,7
877185,7,4,6,5,1,0,-3,-1,5,4,6,7,6,5,7,8,7,9,6,9,8,8,5,3
877206,7,5,7,7,1,1,-2,0,4,6,7,7,6,6,7,7,NA,7,6,8,7,8,6,7
877267,7,7,6,7,1,0,0,1,6,6,7,7,6,7,7,7,7,7,7,7,8,8,6,7
877304,6,7,5,6,NA,0,1,1,1,4,5,4,7,5,7,5,7,5,6,6,7,6,6,5
877307,2,5,1,5,1,NA,3,4,5,1,5,3,5,3,5,3,5,3,5,2,5,3,5,3
877337,4,2,1,2,NA,0,-2,1,1,1,2,3,2,1,2,1,3,2,2,2,2,NA,2,3
877346,7,7,5,6,4,0,0,1,6,6,7,7,8,8,8,8,8,9,8,7,8,6,7,4
877355,5,2,2,2,4,0,-3,0,3,4,6,5,7,7,7,6,7,8,5,3,7,7,7,4
877380,6,6,3,6,2,1,0,3,6,6,4,4,7,5,7,7,7,7,6,7,7,7,6,5
877410,8,5,5,7,5,0,-3,2,7,4,8,6,7,6,8,7,7,7,6,6,6,7,7,4
877413,6,5,5,7,6,1,-1,2,4,5,6,5,5,4,6,4,6,6,8,8,7,6,6,5
877426,6,4,4,5,NA,NA,-2,1,5,5,4,5,7,7,7,7,NA,5,5,5,6,6,6,6
877447,8,1,1,6,NA,NA,-7,5,5,4,7,8,7,7,7,7,7,9,6,6,7,4,7,7
877468,2,2,4,2,NA,NA,0,-2,4,3,3,NA,5,6,3,3,6,5,3,3,1,6,0,0
877478,6,6,5,6,5,0,0,1,5,6,9,4,7,6,5,6,8,7,8,7,6,5,5,3
877511,7,7,6,7,1,1,0,1,6,6,5,4,7,8,7,8,6,8,7,7,7,7,6,4
877517,7,7,6,7,NA,0,0,1,5,7,7,7,8,7,7,7,7,7,6,7,7,7,7,7
877536,8,7,6,6,2,0,-1,0,8,9,8,5,8,7,7,5,8,8,8,9,8,8,6,0
877542,6,6,5,7,4,NA,0,2,5,6,7,6,6,5,6,6,6,7,7,6,7,7,NA,5
877554,3,4,3,5,6,NA,1,2,3,4,5,3,4,3,6,4,5,3,4,4,6,6,5,6
877575,6,5,4,5,NA,0,-1,1,5,6,6,7,6,7,6,6,6,7,6,6,7,7,7,7
877584,7,6,6,6,1,1,-1,0,6,5,6,7,7,7,7,8,6,8,6,7,8,6,7,6
877612,6,6,7,8,1,1,0,1,4,3,7,7,7,7,8,8,7,6,7,8,7,8,3,NA
877621,7,5,6,6,1,0,-2,0,5,6,6,6,6,6,7,6,7,7,6,7,6,7,6,7
877658,7,7,8,8,1,0,0,0,7,7,7,7,7,8,7,7,7,8,7,8,7,8,7,7
877661,6,6,5,6,1,NA,0,1,7,6,5,7,7,7,7,6,7,8,7,7,7,8,7,8
877673,5,5,0,5,NA,NA,0,5,7,5,5,6,7,8,7,6,5,8,5,0,7,6,6,6
877731,5,3,3,4,NA,NA,-2,1,6,7,2,3,4,7,4,6,7,8,4,3,7,7,4,4
877783,8,10,7,1,1,NA,2,-6,1,7,1,6,10,9,7,9,10,9,10,8,10,8,10,8
877807,7,7,6,7,NA,0,0,1,8,7,7,4,7,7,7,7,7,7,7,7,8,8,8,8
877850,8,6,6,7,1,0,-2,1,7,7,7,8,5,7,6,8,7,9,7,7,7,8,7,7
877908,0,5,0,0,NA,0,5,0,5,5,5,1,5,3,5,3,5,4,3,0,5,6,0,0
877954,6,6,7,6,1,NA,0,-1,7,6,7,9,7,7,8,8,8,8,6,6,7,7,6,7
877957,6,6,4,2,5,NA,0,-2,3,4,7,7,4,5,4,5,4,5,6,5,7,7,6,6
877975,6,6,7,6,NA,1,0,-1,6,7,7,7,6,6,7,7,6,5,6,5,7,6,6,6
877999,9,1,4,2,NA,1,-8,-2,5,8,7,7,10,9,10,10,8,9,10,10,8,6,8,8
878027,8,8,4,7,NA,0,0,3,6,6,8,8,8,7,8,8,8,8,8,6,9,8,6,5
878033,5,4,5,5,1,1,-1,0,5,5,5,5,7,9,7,7,5,5,5,5,8,8,8,8
878036,6,5,9,1,1,0,-1,-8,4,5,5,0,5,0,5,0,4,4,5,8,6,5,6,5
878210,7,6,4,4,3,0,-1,0,5,3,6,5,7,7,7,7,7,7,6,7,7,7,6,7
878216,8,7,8,8,2,1,-1,0,7,8,8,8,8,8,8,8,8,9,NA,8,8,8,NA,NA
878219,6,7,6,5,4,0,1,-1,7,6,7,7,7,7,8,7,9,8,10,8,9,8,5,6
878222,4,4,5,6,1,NA,0,1,3,6,6,5,5,5,7,6,7,6,4,4,5,5,4,6
878231,5,3,3,5,1,NA,-2,2,3,4,3,4,4,4,4,3,6,5,5,5,5,6,5,4
878234,7,6,7,6,2,0,-1,-1,2,3,6,NA,4,4,6,6,6,7,7,7,8,8,6,8
878237,8,7,6,7,NA,1,-1,1,7,7,7,7,7,7,8,7,8,7,8,8,8,8,7,8
878265,6,7,2,5,4,0,1,3,5,4,6,6,6,4,6,4,8,7,6,6,7,8,6,7
878268,4,5,4,5,1,0,1,1,5,5,6,6,7,5,7,6,7,6,6,5,7,6,4,4
878271,7,6,6,7,4,0,-1,1,7,7,7,7,7,7,7,8,7,7,7,8,7,8,7,7
878323,7,7,8,8,NA,0,0,0,6,4,8,8,8,6,8,8,8,7,8,8,7,6,7,4
878329,7,8,5,5,4,NA,1,0,7,7,8,6,8,7,9,7,8,7,8,7,8,8,5,6
878332,9,8,6,5,NA,NA,-1,-1,4,8,NA,NA,7,6,8,6,9,9,7,6,7,7,6,6
878347,6,7,6,6,NA,0,1,0,5,3,5,NA,3,1,3,2,5,5,7,8,7,8,1,NA
878378,6,6,6,7,1,NA,0,1,5,3,7,8,6,5,5,8,6,6,8,8,7,7,7,5
878384,6,7,5,7,NA,NA,1,2,5,6,7,8,5,4,6,6,7,7,7,6,8,7,7,5
878390,6,6,7,7,NA,1,0,0,4,4,7,7,6,7,6,6,7,5,7,6,7,7,6,7
878396,8,4,5,5,4,0,-4,0,6,7,3,4,8,6,8,9,7,9,9,9,8,8,8,8
878402,6,6,7,8,1,NA,0,1,6,6,7,6,6,5,7,7,5,6,8,7,7,8,5,6
878405,8,7,7,6,NA,1,-1,-1,6,7,6,7,7,9,6,8,7,9,7,8,7,8,2,6
878408,8,7,7,6,NA,0,-1,-1,0,2,7,7,7,7,6,9,7,7,7,8,7,8,7,9
878442,8,8,7,8,3,1,0,1,6,7,NA,7,7,8,7,7,8,8,7,7,9,9,NA,0
878445,7,7,7,7,6,NA,0,0,7,7,8,7,7,6,7,6,8,7,8,7,8,7,8,7
878463,4,5,4,6,NA,NA,1,2,5,3,5,3,5,4,6,6,5,4,7,5,7,5,3,1
878497,8,7,7,7,NA,1,-1,0,6,6,7,7,7,7,7,7,7,7,7,8,7,8,7,8
878549,8,7,7,8,NA,NA,-1,1,6,NA,8,NA,8,8,7,6,8,8,8,8,8,8,5,NA
878561,7,5,2,3,4,0,-2,1,4,3,6,7,6,7,3,7,6,7,4,7,6,7,6,7
878573,5,3,3,3,NA,NA,-2,0,5,4,2,6,3,5,4,4,7,6,7,5,3,6,7,4
878582,7,5,5,7,4,0,-2,2,6,6,6,6,6,7,6,8,7,8,7,7,7,7,6,6
878610,6,6,8,6,2,1,0,-2,2,2,7,8,7,8,8,8,8,7,7,6,8,7,0,3
878628,5,5,4,5,5,0,0,1,7,5,6,5,4,5,4,5,6,6,6,6,6,7,6,6
878637,5,6,2,5,1,0,1,3,5,2,4,2,5,4,5,3,7,7,5,5,6,5,5,3
878652,7,6,5,7,NA,1,-1,2,4,4,NA,6,7,6,7,8,8,8,7,7,NA,8,6,NA
878656,9,9,8,8,5,1,0,0,8,5,9,8,9,7,8,7,9,8,9,9,9,8,8,7
878692,3,2,5,6,1,NA,-1,1,5,2,7,4,6,3,3,2,7,3,6,2,6,4,4,1
878720,8,3,7,7,4,1,-5,0,5,5,6,7,5,8,6,6,7,7,7,8,8,8,NA,NA
878726,7,7,6,6,7,0,0,0,5,2,8,7,7,6,6,6,7,6,7,6,7,8,4,4
878775,6,5,6,5,NA,1,-1,-1,5,6,5,7,5,7,5,6,5,NA,5,6,5,7,5,NA
878781,6,5,5,5,1,1,-1,0,1,3,0,5,5,7,3,8,8,8,2,6,5,8,NA,NA
878799,6,6,7,8,1,0,0,1,8,7,6,6,5,4,6,4,6,7,7,7,6,7,4,NA
878851,6,7,5,7,1,1,1,2,5,5,3,NA,7,4,8,5,7,6,7,6,7,7,5,6
878894,8,5,7,6,5,0,-3,-1,7,6,7,7,8,8,7,8,8,8,7,8,8,8,7,7
878903,4,2,3,3,NA,NA,-2,0,5,4,8,6,8,7,7,6,6,5,2,3,7,6,6,5
878927,5,5,5,6,NA,0,0,1,7,5,6,6,7,6,7,6,7,6,6,6,7,6,6,6
878945,4,3,3,4,4,0,-1,1,5,6,6,6,7,8,7,8,7,8,6,5,6,8,6,7
878955,6,7,5,7,1,NA,1,2,6,NA,7,7,7,7,7,7,7,7,7,6,7,7,6,6
878967,5,1,2,0,NA,0,-4,-2,8,5,2,4,4,3,4,4,0,3,1,3,6,4,6,1
878979,7,7,4,5,1,0,0,1,5,4,9,7,8,6,8,7,8,7,9,8,9,8,9,7
878985,7,6,5,8,6,1,-1,3,4,5,8,8,6,6,7,7,7,8,8,8,7,7,4,6
878991,7,6,6,5,4,0,-1,-1,5,7,5,6,6,6,6,7,6,7,6,7,8,7,5,5
879003,9,8,8,3,5,0,-1,-5,5,7,7,8,7,6,8,7,7,5,8,8,8,8,6,6
879043,6,4,5,3,2,1,-2,-2,8,6,4,7,6,5,6,3,8,7,8,6,8,7,0,3
879083,7,5,6,5,5,NA,-2,-1,NA,6,6,6,6,6,6,6,7,7,6,6,6,7,NA,6
879092,6,5,6,6,1,0,-1,0,7,7,7,7,6,7,7,7,6,7,6,6,7,7,6,7
879095,7,6,6,6,1,NA,-1,0,6,5,6,6,6,6,6,7,7,8,7,7,7,8,6,6
879107,7,5,6,5,1,NA,-2,-1,4,4,6,NA,3,5,4,6,7,NA,6,6,6,7,6,7
879110,7,6,5,5,4,NA,-1,0,6,6,6,7,7,7,7,7,7,8,6,6,7,7,6,6
879122,3,5,0,4,NA,0,2,4,7,7,6,6,6,5,6,5,7,8,6,4,7,6,7,7
879153,6,5,7,6,5,0,-1,-1,3,3,6,6,7,7,7,7,6,7,6,6,7,8,6,8
879177,7,7,7,8,4,0,0,1,6,7,7,8,7,NA,6,7,6,8,7,8,7,8,6,NA
879187,6,5,6,5,NA,0,-1,-1,3,6,3,5,6,6,6,5,5,6,5,6,6,8,6,7
879211,6,7,4,7,1,0,1,3,6,4,7,6,7,5,8,5,8,6,6,4,8,8,7,3
879217,8,6,6,7,3,0,-2,1,6,7,7,8,5,7,5,6,7,8,6,7,7,8,4,NA
879306,8,7,7,7,5,1,-1,0,5,5,7,6,7,6,8,7,8,8,8,7,8,8,5,5
879339,7,5,7,6,1,0,-2,-1,4,5,6,7,6,7,6,7,6,7,7,8,6,7,6,8
879373,6,5,7,7,NA,1,-1,0,6,7,7,7,6,8,7,8,5,7,5,6,7,8,6,7
879388,6,2,2,2,5,0,-4,0,5,5,0,1,6,3,6,5,6,5,0,3,6,7,6,7
879397,8,7,7,7,NA,1,-1,0,7,8,7,7,7,6,7,7,8,8,7,8,8,9,8,8
879400,5,5,5,6,NA,NA,0,1,6,6,6,NA,7,5,4,6,4,NA,NA,5,5,6,5,4
879437,6,5,6,6,NA,1,-1,0,6,6,5,5,6,7,6,7,5,7,5,6,6,7,5,6
879455,7,6,6,6,NA,NA,-1,0,4,3,6,5,6,6,6,7,6,5,6,5,8,7,5,5
879492,7,7,6,6,1,NA,0,0,5,5,6,6,8,7,7,8,6,8,7,7,7,8,5,5
879504,7,7,7,6,NA,0,0,-1,5,3,7,7,7,7,7,7,7,7,7,7,7,6,6,4
879534,6,3,4,3,NA,0,-3,-1,6,6,6,7,8,8,8,8,8,8,8,7,8,8,NA,4
879565,4,7,1,6,NA,1,3,5,6,1,0,1,4,1,4,8,5,4,6,1,8,8,4,NA
