nomem_encr,cv08a043,cv09b043,cv08a030,cv09b030,income,government,eco,gov,cv09b038,cv08a038,cv09b039,cv08a039,cv09b040,cv08a040,cv09b041,cv08a041,cv09b042,cv08a042,cv09b044,cv08a044,cv09b045,cv08a045,cv09b046,cv08a046
805734,4,5,3,2,1,0,1,-1,6,7,7,7,7,6,7,8,7,7,5,4,7,7,6,5
805749,8,8,5,3,1,0,0,-2,8,7,7,6,3,6,8,8,8,8,6,5,8,8,8,8
805761,8,5,5,7,6,0,-3,2,7,7,7,7,6,6,6,7,7,8,7,8,7,7,6,6
805816,2,0,1,0,1,1,-2,-1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1
805819,5,5,5,5,1,0,0,0,5,5,5,5,6,7,6,7,5,5,5,5,6,6,6,6
805871,7,6,7,6,NA,1,-1,-1,6,6,6,7,6,8,6,8,6,7,6,7,6,7,6,7
805911,8,8,3,7,NA,0,0,4,5,7,8,7,8,5,8,7,8,8,8,8,8,5,7,5
805926,6,6,6,6,4,1,0,0,6,6,7,7,8,8,8,9,7,7,7,8,8,8,NA,NA
805996,7,6,6,6,NA,0,-1,0,7,5,9,9,6,6,6,6,8,8,7,8,8,7,6,7
806008,4,7,5,6,NA,0,3,1,6,3,5,4,6,3,1,2,5,5,8,6,7,7,5,2
806027,7,3,6,3,2,1,-4,-3,3,5,3,6,3,6,3,6,3,6,3,7,4,7,4,5
806033,5,5,5,5,1,NA,0,0,5,5,2,5,5,5,6,5,5,NA,5,5,7,6,NA,NA
806045,6,8,5,7,1,0,2,2,7,7,9,7,8,7,5,6,6,7,8,6,8,7,7,7
806112,5,5,6,7,4,1,0,1,6,5,6,5,8,7,7,6,7,NA,7,8,7,7,6,7
806121,6,4,5,2,3,0,-2,-3,2,7,5,6,4,6,3,6,5,6,4,6,5,6,2,6
806176,5,6,7,7,NA,1,1,0,6,5,7,7,7,7,6,7,7,8,7,7,6,7,6,6
806207,7,7,6,7,4,NA,0,1,6,6,8,7,8,7,9,8,7,7,7,6,7,7,6,6
806225,5,3,5,5,NA,NA,-2,0,5,6,5,6,3,4,5,6,5,6,3,6,7,6,NA,4
806234,7,6,6,6,3,0,-1,0,6,6,NA,7,6,7,4,7,6,7,6,7,7,8,NA,NA
806240,8,5,2,4,NA,0,-3,2,0,0,6,7,6,7,5,9,5,7,2,6,8,5,7,6
806250,5,5,5,7,NA,NA,0,2,7,5,7,5,8,5,8,5,6,5,NA,5,8,5,7,5
806256,6,7,3,7,5,0,1,4,7,5,7,5,7,6,7,4,8,8,7,5,7,7,7,7
806283,7,2,8,4,4,0,-5,-4,0,0,7,8,4,7,3,5,5,6,4,7,5,6,4,4
806289,6,6,6,6,7,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6
806307,6,7,6,7,7,0,1,1,8,7,8,8,7,8,7,9,8,9,8,8,8,8,8,8
806341,6,5,5,3,5,1,-1,-2,6,7,7,7,3,3,3,3,6,6,5,6,6,6,4,6
806350,7,6,6,6,NA,0,-1,0,5,7,7,7,6,5,6,6,8,8,6,7,7,8,7,8
806378,7,3,5,4,1,NA,-4,-1,2,5,4,7,5,8,0,6,4,8,3,5,3,5,3,0
806381,6,7,6,8,1,0,1,2,8,8,7,8,6,6,6,6,8,9,8,7,8,8,8,8
806448,7,6,6,6,NA,NA,-1,0,NA,5,NA,6,6,5,6,7,NA,7,6,NA,7,6,NA,NA
806451,6,6,5,5,NA,0,0,0,6,7,7,7,7,7,6,7,7,7,6,6,6,7,5,6
806454,5,6,6,6,NA,0,1,0,6,4,6,6,5,4,7,6,7,7,7,7,7,7,6,5
806460,7,7,6,7,1,0,0,1,6,6,7,8,7,7,8,8,7,8,9,7,8,8,8,8
806478,6,5,5,6,5,NA,-1,1,7,7,4,4,4,6,7,6,7,7,7,6,6,5,6,3
806521,7,6,7,7,4,1,-1,0,4,4,6,7,6,6,7,7,6,7,7,6,7,7,NA,5
806530,7,4,5,4,NA,1,-3,-1,4,5,4,4,4,7,5,7,4,7,4,7,4,7,4,7
806552,8,5,6,4,1,1,-3,-2,3,6,3,NA,6,6,4,7,5,NA,6,8,7,8,NA,NA
806582,6,7,5,5,3,0,1,0,5,7,7,7,7,7,8,7,7,7,6,6,6,6,2,4
806628,7,8,7,8,4,1,1,1,8,7,8,6,8,7,8,7,8,7,8,7,9,7,1,5
806640,6,6,6,7,NA,0,0,1,6,6,7,8,6,6,7,7,7,7,7,7,6,5,7,5
806652,4,5,5,6,2,0,1,1,6,6,8,8,7,7,5,6,5,5,5,6,7,8,6,9
806668,6,6,6,6,1,1,0,0,6,6,6,6,6,6,7,6,7,6,6,6,7,7,7,7
806683,6,7,6,7,NA,NA,1,1,7,5,7,7,7,6,7,7,7,6,7,7,7,7,7,7
806689,6,6,5,6,1,1,0,1,7,5,8,8,7,7,7,7,8,8,7,6,8,8,8,8
806695,6,6,5,7,4,NA,0,2,7,7,6,5,7,7,7,6,7,6,7,7,7,6,7,7
806707,7,6,6,7,5,0,-1,1,6,5,7,7,7,7,7,7,7,8,8,7,7,6,7,6
806719,5,6,5,7,1,1,1,2,6,4,7,6,4,0,6,5,7,6,4,5,7,5,7,5
806732,6,7,5,6,NA,0,1,1,2,1,8,8,5,6,8,7,7,7,7,5,7,9,0,0
806759,7,5,1,4,1,NA,-2,3,5,3,4,4,6,5,4,4,6,3,5,8,4,7,6,4
806765,6,4,5,5,4,0,-2,0,6,5,NA,5,6,7,6,7,8,9,4,6,8,7,6,NA
806774,7,6,7,6,7,NA,-1,-1,7,7,7,7,7,7,7,7,7,8,6,8,7,7,7,7
806784,5,6,5,6,NA,NA,1,1,5,5,7,6,8,8,8,9,6,5,5,5,5,5,5,5
806793,7,7,7,7,1,0,0,0,7,7,7,7,7,7,6,7,7,7,6,7,7,6,7,7
806808,6,7,5,6,NA,1,1,1,6,6,6,7,6,6,6,6,5,6,6,5,7,6,5,4
806811,7,4,3,6,4,0,-3,3,7,5,6,4,5,6,4,5,6,6,5,7,6,8,6,8
806890,7,8,7,8,NA,NA,1,1,6,5,8,6,8,7,8,7,8,6,7,7,8,7,7,7
807000,7,7,6,7,NA,NA,0,1,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8
807006,10,8,7,8,NA,1,-2,1,7,6,8,7,8,7,8,7,8,10,8,10,8,10,5,10
807015,8,8,6,5,NA,NA,0,-1,4,5,6,6,7,8,8,8,8,8,8,8,7,8,7,8
807022,8,7,7,7,4,1,-1,0,7,7,7,8,7,9,7,8,7,7,7,7,7,8,7,7
807040,4,5,4,6,1,1,1,2,8,9,8,2,10,4,10,3,10,7,5,2,5,4,5,1
807049,5,5,4,7,4,0,0,3,6,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7
807058,5,6,5,5,NA,1,1,0,3,1,8,7,8,7,8,7,6,6,6,4,8,7,4,4
807083,7,6,6,5,4,NA,-1,-1,7,5,7,6,7,6,7,6,7,7,6,6,7,6,NA,6
807171,7,8,5,8,2,0,1,3,6,4,8,7,8,7,8,7,8,7,8,7,8,7,8,7
807186,7,7,6,6,5,1,0,0,7,7,7,6,7,6,6,8,7,8,7,7,7,7,7,6
807247,7,6,7,8,1,1,-1,1,6,6,7,8,7,6,7,7,7,7,7,7,8,8,8,NA
807257,7,7,7,7,1,NA,0,0,8,6,7,7,8,4,8,4,8,6,6,6,8,7,8,7
807278,7,7,3,8,1,NA,0,5,6,5,8,5,8,6,8,6,8,7,6,5,7,6,5,5
807299,8,5,6,6,4,0,-3,0,7,7,7,6,8,8,9,8,8,8,7,7,8,8,8,8
807324,8,8,6,7,NA,0,0,1,5,6,7,8,7,8,7,8,8,8,9,9,8,9,8,9
807339,5,6,0,6,1,NA,1,6,4,5,1,2,8,7,8,9,6,NA,7,4,6,7,4,8
807342,8,7,7,7,1,1,-1,0,5,6,10,9,9,9,9,8,9,9,7,8,9,8,9,7
807360,7,6,6,5,2,NA,-1,-1,3,6,5,6,6,6,7,6,6,5,4,6,7,7,5,7
807385,5,4,3,6,NA,0,-1,3,5,4,5,1,5,4,4,4,4,4,4,5,6,5,6,4
807403,7,7,5,6,NA,1,0,1,6,5,6,6,6,6,7,6,7,5,7,7,7,7,4,5
807418,7,3,5,5,1,0,-4,0,4,6,7,6,7,7,7,7,7,7,3,7,6,7,6,6
807421,7,5,8,5,1,0,-2,-3,5,6,NA,NA,7,8,7,8,NA,7,5,7,6,8,NA,NA
807427,7,6,5,6,1,0,-1,1,4,5,7,6,7,7,7,7,6,7,6,7,8,7,7,6
807431,5,6,4,6,7,0,1,2,6,5,NA,5,7,4,6,6,8,7,6,6,7,6,7,5
807476,5,6,5,6,NA,NA,1,1,3,5,4,5,3,5,3,5,6,5,7,5,7,5,7,5
807522,7,5,6,5,1,NA,-2,-1,5,7,5,NA,5,6,5,9,5,9,5,7,5,7,5,6
807534,7,6,7,7,NA,0,-1,0,6,8,6,7,5,7,7,7,6,7,5,7,6,6,5,5
807550,6,6,4,6,NA,1,0,2,5,4,7,5,8,5,9,8,8,7,10,6,9,9,7,3
807559,7,7,4,7,7,0,0,3,6,4,6,4,5,5,6,5,7,6,7,7,6,6,7,7
807562,7,7,7,7,NA,1,0,0,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
807589,6,5,6,5,1,NA,-1,-1,5,7,5,6,5,6,5,7,5,7,5,7,5,7,5,7
807598,5,6,5,7,1,NA,1,2,5,5,5,5,6,6,6,6,5,5,5,5,6,5,5,5
807608,0,6,0,7,1,0,6,7,5,0,NA,0,7,0,6,0,7,0,8,0,7,0,3,0
807623,6,5,5,3,1,0,-1,-2,7,7,6,7,6,6,5,8,7,7,5,6,7,7,5,6
807641,4,2,4,2,NA,0,-2,-2,7,8,7,7,6,7,3,7,8,7,9,7,7,6,7,9
807659,4,5,3,4,1,NA,1,1,7,3,5,3,2,1,4,5,6,4,5,5,7,5,3,NA
807720,8,9,8,10,5,1,1,2,8,7,9,8,7,7,9,9,10,9,9,9,9,8,8,NA
807723,7,5,5,6,5,NA,-2,1,7,5,5,3,7,5,6,6,8,8,8,6,8,8,8,7
807742,7,6,7,7,1,1,-1,0,7,7,7,8,6,7,7,7,8,8,8,8,7,8,6,6
807812,5,5,5,5,1,0,0,0,6,5,6,6,5,7,4,7,6,5,4,5,6,7,5,6
807852,6,5,6,7,1,1,-1,1,4,3,6,6,6,7,7,7,7,NA,6,8,8,6,8,NA
807891,6,5,6,6,NA,0,-1,0,5,6,6,6,6,7,6,7,6,7,6,6,7,7,2,6
807925,6,6,5,6,1,NA,0,1,5,5,6,5,6,6,7,6,7,6,6,6,7,6,6,6
807943,7,5,5,6,4,NA,-2,1,5,7,6,6,5,6,5,7,5,6,6,7,6,7,4,6
807974,7,8,4,7,NA,0,1,3,1,8,8,7,8,7,7,7,8,7,7,7,2,3,2,3
807977,7,7,4,7,NA,0,0,3,7,7,5,6,7,6,6,7,6,6,8,7,8,7,7,7
807983,7,7,6,7,3,1,0,1,5,6,5,5,5,7,6,8,7,8,6,7,6,7,4,4
808035,4,3,5,6,1,NA,-1,1,4,6,6,3,6,5,7,5,6,4,5,4,5,4,3,3
808071,6,4,5,5,4,1,-2,0,5,5,4,6,5,6,4,6,5,6,5,6,6,7,6,6
808087,7,5,6,4,1,0,-2,-2,1,6,NA,NA,2,5,7,7,8,NA,7,7,8,7,8,7
808099,5,5,3,5,1,1,0,2,6,4,5,6,6,5,6,6,5,5,7,6,7,7,7,5
808151,3,4,7,5,NA,1,1,-2,1,3,0,6,4,9,4,8,4,6,5,8,5,5,0,3
808197,9,5,6,6,1,NA,-4,0,6,5,9,10,9,6,9,8,8,8,7,8,9,8,7,8
808227,5,3,3,4,1,0,-2,1,4,6,6,5,5,6,5,3,7,6,3,3,6,7,5,7
808248,7,8,7,8,2,NA,1,1,6,2,7,8,8,7,8,10,8,8,8,6,7,9,7,9
808264,5,3,7,6,4,1,-2,-1,6,6,4,5,5,6,6,6,6,6,6,6,6,7,4,NA
808279,6,6,6,6,NA,1,0,0,4,4,6,6,6,6,6,6,6,6,5,6,7,6,4,4
808300,6,6,6,7,1,NA,0,1,6,4,8,8,8,7,8,7,7,6,8,7,6,6,6,6
808328,7,6,7,6,NA,1,-1,-1,6,6,6,7,6,7,6,7,6,7,6,7,6,7,6,NA
808337,4,6,5,7,5,0,2,2,5,2,10,10,6,6,6,4,6,4,6,4,7,6,6,3
808352,8,8,6,7,3,1,0,1,4,7,7,6,7,7,6,8,8,8,9,8,9,9,7,8
808367,8,6,5,5,1,0,-2,0,5,5,5,7,8,8,7,8,7,8,6,8,5,8,5,8
808389,7,6,7,5,1,NA,-1,-2,5,7,6,6,6,7,6,7,6,6,6,7,6,7,NA,4
808410,9,8,6,8,NA,0,-1,2,5,3,8,8,6,5,7,7,8,8,10,9,10,9,6,8
808432,6,8,8,7,1,NA,2,-1,1,1,8,6,6,8,5,7,9,NA,8,6,8,8,6,3
808450,7,6,6,7,1,0,-1,1,7,3,8,7,6,7,7,8,6,7,7,7,8,7,7,5
808471,5,3,7,5,1,0,-2,-2,4,4,5,7,5,7,4,6,4,5,3,NA,4,7,2,NA
808477,7,7,6,6,NA,1,0,0,5,6,5,6,7,6,6,6,7,7,7,6,7,7,6,7
808532,5,8,6,8,1,1,3,2,6,5,8,5,8,4,7,4,8,6,8,6,8,6,NA,5
808547,1,2,4,4,1,1,1,0,0,0,4,3,3,5,4,6,3,6,1,0,2,4,1,5
808578,6,3,3,4,5,0,-3,1,5,4,5,5,7,6,7,6,7,6,9,6,9,7,5,6
808581,6,6,6,6,1,0,0,0,6,7,6,4,6,5,6,3,7,7,6,8,7,7,6,5
808584,6,6,6,7,7,0,0,1,4,5,7,7,6,6,5,6,6,7,6,5,6,7,5,5
808587,7,5,6,5,1,0,-2,-1,6,7,8,8,7,7,7,8,8,8,6,7,7,8,4,3
808596,7,5,6,8,3,NA,-2,2,6,7,7,7,8,8,8,8,8,8,6,7,7,8,6,7
808639,7,5,4,4,NA,0,-2,0,4,7,7,8,5,7,5,7,7,8,6,7,7,7,4,NA
808712,6,7,8,10,NA,0,1,2,6,5,10,9,9,7,7,7,10,8,10,10,10,6,10,5
808731,8,8,8,8,3,1,0,0,7,8,7,7,9,9,9,9,9,9,8,8,8,7,9,6
808743,5,6,2,2,NA,0,1,0,5,5,7,7,5,4,3,4,7,7,6,5,7,7,5,6
808758,8,7,10,10,3,1,-1,0,6,5,10,10,9,9,9,8,9,9,10,10,9,9,6,6
808883,7,6,5,6,4,0,-1,1,6,5,7,6,5,5,5,7,8,8,5,6,6,7,4,NA
808938,7,8,6,7,1,NA,1,1,7,6,8,8,9,6,8,7,8,NA,8,8,8,7,8,7
808944,5,5,5,5,1,0,0,0,6,6,6,5,6,5,5,5,6,5,5,4,6,6,5,5
808969,8,7,6,6,6,0,-1,0,6,5,8,8,8,8,8,8,8,8,9,8,9,9,8,8
808972,5,1,4,5,NA,NA,-4,1,3,4,4,4,8,6,8,7,3,5,1,5,7,7,3,NA
809020,6,5,5,6,NA,NA,-1,1,7,7,7,7,7,8,7,8,7,7,7,7,7,7,1,7
809054,8,5,8,7,1,NA,-3,-1,7,6,8,10,8,9,7,9,7,9,7,8,8,7,7,6
809060,6,5,6,5,4,1,-1,-1,4,5,6,7,6,6,7,6,7,7,5,6,7,7,6,7
809063,8,8,6,8,1,0,0,2,7,5,8,7,8,8,8,8,8,8,7,5,8,7,8,7
809069,4,6,4,5,NA,0,2,1,5,4,5,2,7,5,7,6,6,4,5,3,7,5,6,5
809078,6,5,7,6,NA,0,-1,-1,6,7,6,7,6,6,5,6,6,7,6,6,6,7,5,6
809121,8,7,7,9,1,0,-1,2,4,5,10,8,9,7,9,8,9,8,7,8,9,8,6,6
809127,5,7,6,7,7,0,2,1,4,4,NA,6,7,5,7,6,7,6,6,5,5,5,5,4
809146,7,7,8,7,1,0,0,-1,7,8,8,7,7,8,6,6,7,7,7,8,8,8,7,8
809170,6,6,5,6,1,0,0,1,3,3,6,5,5,3,4,2,6,5,4,4,7,7,5,1
809228,7,7,6,6,NA,NA,0,0,5,7,7,7,6,6,6,7,7,7,7,7,7,8,NA,6
809292,7,6,6,4,6,NA,-1,-2,5,6,6,6,7,8,7,7,7,8,6,7,7,8,6,7
809375,8,7,7,7,5,1,-1,0,6,7,7,7,8,7,8,7,8,7,8,8,8,7,7,7
809384,6,7,5,7,4,NA,1,2,7,5,7,6,7,6,7,6,7,6,7,6,7,6,7,6
809396,2,3,5,2,NA,1,1,-3,4,5,3,0,8,9,8,7,7,4,4,NA,8,9,NA,3
809414,7,3,3,2,2,0,-4,-1,4,6,2,4,3,4,7,7,7,7,3,5,7,7,5,NA
809423,5,6,5,6,1,0,1,1,6,6,7,6,7,6,7,6,8,7,6,6,7,7,8,8
809432,7,7,7,7,1,1,0,0,5,4,7,7,7,6,7,7,8,6,7,8,7,7,6,7
809445,7,6,4,3,1,0,-1,-1,2,2,3,6,7,8,6,7,6,7,6,7,6,7,6,6
809463,7,5,5,7,NA,0,-2,2,7,4,6,6,6,7,5,7,7,7,7,7,8,8,7,0
809497,6,7,5,7,NA,0,1,2,6,5,7,6,8,7,8,8,8,6,8,6,8,7,8,5
809500,7,5,6,4,1,1,-2,-2,5,6,4,7,6,7,6,7,7,7,6,7,6,7,5,6
809506,6,7,5,6,1,1,1,1,5,5,7,6,7,7,8,6,7,6,6,6,7,7,6,6
809530,7,6,6,6,4,0,-1,0,6,5,NA,6,8,7,8,9,8,9,7,8,7,8,8,6
809542,6,6,5,6,NA,1,0,1,6,NA,6,6,6,6,6,7,6,7,6,7,7,8,5,6
809594,6,5,7,6,NA,NA,-1,-1,6,7,6,7,7,7,7,7,6,8,5,7,7,8,8,8
809597,7,6,7,7,4,1,-1,0,6,4,7,7,7,7,6,6,6,7,7,7,7,7,5,5
809606,2,2,2,3,1,NA,0,1,3,2,3,1,5,3,5,4,4,3,3,3,6,5,3,2
809616,10,2,6,3,1,1,-8,-3,3,8,5,3,6,8,6,10,5,10,2,8,0,10,2,6
809622,6,6,7,6,1,1,0,-1,4,2,7,7,7,7,7,8,6,6,7,5,7,7,4,3
809661,8,8,7,7,1,1,0,0,8,7,8,7,8,8,8,8,8,8,8,8,8,8,8,7
809664,6,4,3,6,1,0,-2,3,5,4,6,5,6,6,6,6,6,6,5,4,5,5,3,3
809713,5,3,4,1,2,1,-2,-3,2,6,4,6,5,6,5,6,4,5,2,5,NA,6,4,3
809732,6,5,5,5,3,NA,-1,0,5,5,6,6,6,6,7,7,6,6,5,6,6,7,6,6
809747,4,5,7,7,NA,1,1,0,4,5,8,6,5,5,6,5,8,7,6,5,7,6,3,3
809750,8,6,5,4,NA,0,-2,-1,2,5,4,7,7,7,7,7,7,7,8,6,8,7,4,5
809774,8,5,6,7,NA,1,-3,1,4,6,7,8,7,8,8,7,8,8,7,8,8,8,6,8
809808,2,0,1,0,1,NA,-2,-1,0,1,0,1,7,3,7,3,9,3,0,2,4,2,4,1
809832,7,7,7,6,1,NA,0,-1,6,7,7,8,7,8,7,6,6,9,6,8,7,8,7,NA
809875,6,6,6,6,5,NA,0,0,4,7,7,6,8,7,8,7,7,7,7,7,7,7,7,7
809878,5,3,7,4,2,1,-2,-3,1,3,4,6,7,7,7,7,7,8,7,7,3,4,2,3
809890,8,8,8,6,3,1,0,-2,10,7,NA,9,7,9,9,9,10,10,9,9,NA,9,7,NA
809921,5,4,7,5,1,1,-1,-2,3,2,6,7,4,2,7,6,NA,6,4,6,7,8,6,9
809942,6,5,3,7,NA,NA,-1,4,6,4,7,6,7,5,6,7,6,6,6,7,6,6,6,6
809985,5,4,6,5,3,0,-1,-1,5,5,8,7,8,6,5,6,3,6,6,8,4,7,2,5
810006,6,6,6,5,NA,0,0,-1,7,8,7,6,6,6,6,5,7,7,5,6,7,7,6,6
810046,7,6,6,7,NA,0,-1,1,8,9,5,5,8,5,7,7,7,8,7,8,6,8,7,8
810052,8,7,7,4,NA,0,-1,-3,5,6,7,8,7,7,6,6,7,7,7,7,8,8,7,NA
810055,8,8,7,8,1,NA,0,1,8,8,7,7,8,8,8,8,8,8,8,8,NA,8,NA,NA
810073,7,6,7,7,1,1,-1,0,7,7,7,7,6,7,6,7,5,6,8,8,8,8,5,6
810076,3,3,7,5,1,0,0,-2,2,2,3,0,8,8,0,3,10,9,8,7,6,7,5,NA
810095,5,1,1,0,NA,0,-4,-1,2,4,2,2,2,2,3,4,2,4,0,1,1,4,0,4
810131,8,7,6,7,1,1,-1,1,5,7,10,8,9,8,8,8,9,8,8,8,9,8,9,7
810153,6,4,6,5,5,NA,-2,-1,6,5,7,7,7,8,7,8,7,7,8,8,8,8,7,6
810162,8,5,2,4,1,0,-3,2,7,7,8,7,8,8,8,10,8,8,7,8,7,9,7,8
810165,7,6,6,7,2,0,-1,1,7,6,7,6,8,8,7,7,7,NA,7,7,8,8,7,8
810183,6,6,7,7,NA,0,0,0,6,6,5,4,7,7,7,6,7,7,7,8,7,8,5,4
810202,4,0,6,6,4,0,-4,0,2,3,10,9,3,6,9,8,8,6,3,5,7,5,7,5
810211,6,6,6,6,3,1,0,0,7,7,6,6,5,6,5,6,6,6,6,6,7,7,NA,NA
810269,7,5,7,4,7,1,-2,-3,3,5,7,8,7,7,7,7,7,6,8,7,8,8,7,7
810293,7,6,6,8,5,1,-1,2,6,7,8,7,9,7,7,7,9,8,9,7,6,7,6,6
810345,2,1,2,0,NA,NA,-1,-2,1,1,0,1,0,2,2,3,1,3,1,2,1,3,1,2
810354,5,3,1,1,1,NA,-2,0,5,6,6,7,8,8,5,6,8,7,2,6,7,6,7,6
810406,7,6,7,7,3,0,-1,0,5,7,6,6,7,7,6,7,6,7,7,8,7,8,6,7
810424,6,6,7,6,1,1,0,-1,6,6,7,7,7,7,6,6,7,7,7,7,5,7,5,7
810452,7,5,6,6,4,0,-2,0,5,7,8,8,7,7,7,8,8,8,5,9,7,7,6,6
810516,8,3,2,3,NA,NA,-5,1,3,2,7,10,3,3,3,5,3,8,3,5,3,10,7,0
810522,3,2,3,3,1,NA,-1,0,0,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2
810559,7,5,5,6,NA,0,-2,1,5,5,2,6,6,6,6,7,5,6,5,6,6,6,6,7
810562,5,6,3,6,1,0,1,3,6,3,7,6,6,5,6,5,6,5,6,2,6,5,6,5
810568,3,8,1,4,3,0,5,3,4,7,8,7,8,7,8,3,8,3,8,3,7,3,7,2
810592,6,6,7,7,1,0,0,0,6,6,8,7,7,7,7,7,8,8,7,7,8,8,6,5
810604,6,7,6,7,1,0,1,1,7,6,7,6,7,6,7,6,7,6,7,6,9,6,5,6
810617,6,6,7,7,NA,NA,0,0,1,2,8,7,5,5,6,4,8,4,7,8,6,5,3,4
810620,7,4,2,4,NA,0,-3,2,6,6,6,6,5,6,5,4,5,5,4,7,6,6,2,6
810626,7,7,6,7,6,NA,0,1,7,7,8,6,7,6,8,7,7,7,7,6,7,7,6,6
810681,5,3,2,5,NA,0,-2,3,6,NA,5,7,5,7,3,7,5,7,NA,NA,8,7,8,NA
810687,7,1,6,6,1,0,-6,0,6,6,7,8,6,6,6,7,8,8,8,8,8,7,8,7
810693,6,4,4,2,1,NA,-2,-2,3,4,5,4,5,3,5,4,5,4,5,4,6,7,4,4
810772,7,7,7,7,4,1,0,0,6,6,7,8,8,8,7,7,7,7,8,7,8,7,7,6
810784,7,7,7,7,NA,NA,0,0,7,6,7,7,7,6,7,7,7,7,7,7,7,7,6,6
810794,6,6,3,5,NA,0,0,2,6,3,4,4,4,3,4,3,6,5,6,6,6,6,6,6
810803,2,2,2,2,NA,1,0,0,1,5,2,3,2,3,2,2,3,2,2,2,2,4,2,1
810821,6,7,2,5,NA,0,1,3,5,4,7,3,2,6,1,1,7,6,6,4,8,7,6,6
810858,6,6,5,6,NA,1,0,1,4,4,7,6,7,7,7,7,6,6,7,7,7,7,6,7
810885,5,6,4,5,4,0,1,1,5,4,6,5,7,6,6,6,5,7,5,5,6,5,4,4
810906,6,5,5,6,NA,0,-1,1,5,4,5,7,7,7,7,6,6,6,7,6,7,7,6,6
810910,6,7,7,7,NA,1,1,0,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7
810922,5,4,4,5,1,NA,-1,1,4,4,5,5,4,4,3,7,6,7,5,6,5,5,5,4
810971,6,6,5,6,2,0,0,1,4,3,5,5,7,8,7,8,8,8,6,6,6,7,5,5
810974,8,7,6,6,NA,1,-1,0,5,6,6,7,7,8,7,7,8,9,7,7,6,7,5,6
810986,5,6,4,6,1,NA,1,2,5,7,6,5,6,7,6,7,7,7,6,5,7,7,6,6
811001,1,1,0,0,NA,NA,0,0,0,1,2,1,1,1,1,2,2,3,1,0,3,3,2,3
811026,7,6,5,7,NA,NA,-1,2,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6
811029,6,6,4,3,1,NA,0,-1,5,5,5,NA,5,6,6,3,5,NA,6,5,7,NA,3,NA
811044,8,7,7,7,NA,1,-1,0,7,7,7,6,7,7,7,8,7,8,7,7,7,8,7,6
811077,7,6,4,4,3,0,-1,0,7,6,2,4,5,3,6,6,7,6,7,7,6,6,6,6
811087,7,6,6,7,3,0,-1,1,4,5,8,8,8,7,8,8,7,6,8,6,7,7,NA,4
811105,7,7,7,7,4,1,0,0,6,7,7,6,7,6,7,7,7,7,7,7,7,7,NA,5
811148,6,5,6,7,NA,0,-1,1,5,7,7,5,6,5,8,6,8,7,6,6,6,7,6,7
811172,7,5,4,4,1,0,-2,0,6,1,9,8,9,9,6,7,10,10,6,10,8,7,7,6
811199,6,3,3,2,1,0,-3,-1,5,5,2,1,5,5,3,1,5,6,2,2,5,6,2,3
811203,8,4,6,7,5,1,-4,1,3,4,6,6,7,6,7,6,6,7,6,7,6,8,4,6
811224,7,5,7,7,4,1,-2,0,7,5,7,6,8,7,8,8,8,8,6,8,8,8,NA,5
811264,8,8,7,8,3,1,0,1,7,6,9,8,9,8,9,8,9,8,10,8,10,9,9,9
811267,5,7,6,7,4,1,2,1,3,5,7,5,6,5,8,5,7,5,7,5,6,5,6,5
811380,6,8,4,7,1,0,2,3,5,3,9,8,8,7,8,7,8,6,7,6,8,7,7,5
811386,7,5,8,6,1,1,-2,-2,8,8,7,8,7,8,5,7,7,9,5,9,8,7,1,5
811392,8,6,7,7,3,1,-2,0,5,6,NA,NA,7,7,7,7,NA,7,6,8,7,8,NA,NA
811413,7,7,6,7,3,NA,0,1,5,5,7,7,7,7,7,7,7,8,7,7,7,6,7,6
811428,8,7,6,7,NA,0,-1,1,5,6,7,8,7,5,7,5,5,4,8,8,8,7,2,3
811456,7,7,5,4,NA,0,0,-1,4,4,6,7,6,7,6,7,7,7,8,6,7,7,5,5
811541,5,1,1,0,2,1,-4,-1,0,0,3,6,1,3,0,4,10,8,0,0,7,4,6,3
811557,8,5,8,7,7,1,-3,-1,5,4,7,8,7,8,7,6,8,8,6,8,6,8,6,7
811566,7,7,5,6,1,0,0,1,6,3,7,7,7,7,7,8,7,8,7,NA,7,7,NA,7
811593,8,7,7,7,7,0,-1,0,7,8,6,6,6,6,7,7,8,8,7,7,7,8,6,7
811608,7,6,7,8,6,1,-1,1,5,6,9,9,7,8,8,6,7,7,9,8,9,8,8,7
811611,6,5,5,5,1,1,-1,0,4,4,4,4,6,6,7,7,8,8,6,7,5,7,3,4
811627,6,6,6,6,NA,NA,0,0,5,7,6,6,6,6,6,6,6,6,6,6,6,8,5,7
811663,8,7,7,8,NA,1,-1,1,8,8,9,5,7,7,7,7,9,8,9,8,8,8,8,8
811700,7,6,7,7,1,0,-1,0,7,7,7,7,8,8,8,8,8,7,8,7,7,7,8,7
811703,8,8,7,7,NA,1,0,0,7,6,8,8,7,8,7,7,7,7,7,7,8,7,5,7
